date_and_time, Numberofsatellites, longtitude,
11:55:08.0,09,03507.427434 E,383.3
11:55:09.0,09,03507.410741 E,381.0
11:55:10.0,09,03507.394230 E,382.1
11:55:11.0,09,03507.377496 E,382.4
11:55:12.0,09,03507.360835 E,382.0
11:55:13.0,09,03507.343685 E,380.9
11:55:14.0,09,03507.326761 E,381.3
11:55:15.0,09,03507.309738 E,380.5
11:55:16.0,09,03507.293002 E,380.3
11:55:17.0,09,03507.276320 E,379.0
11:55:18.0,09,03507.259168 E,379.0
11:55:19.0,09,03507.241986 E,378.0
11:55:20.0,09,03507.224658 E,378.7
11:55:21.0,09,03507.206629 E,380.1
11:55:22.0,09,03507.189401 E,379.2
11:55:23.0,09,03507.172546 E,378.7
11:55:24.0,09,03507.155389 E,378.2
11:55:25.0,09,03507.138829 E,378.5
11:55:26.0,09,03507.121913 E,379.5
11:55:27.0,09,03507.104927 E,378.2
11:55:28.0,09,03507.088244 E,377.8
11:55:29.0,09,03507.072619 E,378.5
11:55:30.0,09,03507.056219 E,378.2
11:55:31.0,09,03507.039832 E,375.7
11:55:32.0,09,03507.023616 E,374.0
11:55:33.0,09,03507.007580 E,373.0
11:55:34.0,09,03506.991051 E,371.8
11:55:35.0,09,03506.974441 E,371.5
11:55:36.0,09,03506.957612 E,370.9
11:55:37.0,09,03506.940990 E,369.9
11:55:38.0,09,03506.924262 E,369.2
11:55:39.0,09,03506.908403 E,369.5
11:55:40.0,09,03506.891477 E,369.2
11:55:41.0,09,03506.873868 E,368.2
11:55:42.0,09,03506.856663 E,369.0
11:55:43.0,09,03506.839467 E,368.3
11:55:44.0,09,03506.821547 E,367.6
11:55:45.0,09,03506.803663 E,367.3
11:55:46.0,09,03506.786473 E,365.6
11:55:47.0,09,03506.770065 E,364.9
11:55:48.0,09,03506.753246 E,364.3
11:55:49.0,09,03506.736236 E,363.1
11:55:50.0,09,03506.719494 E,362.5
11:55:51.0,09,03506.702834 E,362.2
11:55:52.0,09,03506.686368 E,361.7
11:55:53.0,09,03506.669903 E,361.2
11:55:54.0,09,03506.653575 E,360.5
11:55:55.0,09,03506.636773 E,360.5
11:55:56.0,09,03506.621151 E,354.2
11:55:57.0,09,03506.603798 E,352.8
11:55:58.0,10,03506.584727 E,352.3
11:55:59.0,10,03506.566628 E,351.8
11:56:00.0,10,03506.547336 E,352.5
11:56:01.0,10,03506.528122 E,345.3
11:56:02.0,10,03506.510091 E,342.7
11:56:03.0,10,03506.490783 E,343.1
11:56:04.0,10,03506.471014 E,343.3
11:56:05.0,10,03506.452139 E,342.3
11:56:06.0,10,03506.432004 E,341.3
11:56:07.0,09,03506.412562 E,341.1
11:56:08.0,09,03506.392650 E,340.6
11:56:09.0,09,03506.372946 E,340.1
11:56:10.0,09,03506.352738 E,339.8
11:56:11.0,09,03506.333354 E,340.7
